Evidence,Property,Source,Genome Name,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Source ID,Source Organism,Gene,Product,Function,Classification,PubMed,Subject Coverage,Query Coverage,Identity,E-value
"BLAT","Virulence Factor","Victors","Escherichia coli IAI1","fig|585034.5.peg.2686","ECIAI1_2741","VBIEscCol26572_2686","108806576","Yersinia pestis Antiqua ","smpB","tmRNA-binding protein SmpB",,,"20065026",97,100,85,"7e-76"
"BLAT","Virulence Factor","PATRIC_VF","Escherichia coli IAI1","fig|585034.5.peg.1683","ECIAI1_1706","VBIEscCol26572_1683","E2348C_1740","Escherichia coli O127:H6 str. E2348/69","ydhD","Monothiol glutaredoxin GrxD",,"Regulation of gene expression","21895790",100,100,100,"8e-62"
"BLAT","Drug Target","TTD","Escherichia coli IAI1","fig|585034.5.peg.1120","ECIAI1_1130","VBIEscCol26572_1120","TTDR00292",,"fabF","3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)",,,,100,100,100,"1e-238"
"BLAT","Virulence Factor","Victors","Escherichia coli IAI1","fig|585034.5.peg.4093","ECIAI1_4212","VBIEscCol26572_4093","165975568","Actinobacillus pleuropneumoniae serovar 3 str. JL03 ","hemE","Uroporphyrinogen III decarboxylase (EC 4.1.1.37)",,,"12819083",98,98,83,"1e-172"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.2430","ECIAI1_2467","VBIEscCol26572_2430","P39836","Escherichia coli (strain K12)","yfeH","Uncharacterized protein YfeH","the bile acid:na(+) symporter (bass) family.","2.A.28.3.4","16738553;7984428;9205837;9278503",100,100,99,"1e-189"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.3690","ECIAI1_3776","VBIEscCol26572_3690","P33231","Escherichia coli","lldP","L-lactate permease","the lactate permease (lctp) family.","2.A.14.1.1","11283302;11785976;15919996;16738553;8041620;8407843;9278503",100,100,99,"0.0"
"BLAT","Drug Target","DrugBank","Escherichia coli IAI1","fig|585034.5.peg.1123","ECIAI1_1133","VBIEscCol26572_1123","P0A721","Shigella flexneri","tmk","Thymidylate kinase (EC 2.7.4.9)","P1-(5'-Adenosyl)P5-(5'-Thymidyl)Pentaphosphate","Drug target",,100,100,100,"1e-117"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.2709","ECIAI1_2766","VBIEscCol26572_2709","A8ANM6","Citrobacter koseri (strain ATCC BAA-895 / CDC 4225-83 / SGSC4696)","ygaW","L-alanine exporter AlaE","the l-alanine exporter (alae) family.","2.A.104.1.1",,100,100,87,"6e-71"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.2726","ECIAI1_2781","VBIEscCol26572_2726","P0AEJ0","Escherichia coli","emrB","Multidrug efflux system EmrAB-OMF, inner-membrane proton/drug antiporter EmrB (MFS type)","the major facilitator superfamily (mfs).","2.A.1.3.2","1409590;15919996;16738553;9205837;9278503",100,100,99,"1e-299"
"BLAT","Drug Target","TTD","Escherichia coli IAI1","fig|585034.5.peg.4075","ECIAI1_4194","VBIEscCol26572_4075","TTDNC00628",,"tufB","Translation elongation factor Tu",,,,99,99,100,"1e-229"
"BLAT","Virulence Factor","PATRIC_VF","Escherichia coli IAI1","fig|585034.5.peg.3552","ECIAI1_3633","VBIEscCol26572_3552","Z4887","Escherichia coli O157:H7 str. EDL933","yhiJ","Uncharacterized protein YhiJ",,"Virulence","15528651",100,100,94,"1e-309"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.6","ECIAI1_0007","VBIEscCol26572_0006","P30143","Escherichia coli (strain K12)","yaaJ","Putative alanine/glycine transport protein","the alanine or glycine:cation symporter (agcs) family.","2.A.25.1.10",,100,100,100,"1e-281"
"BLAT","Drug Target","DrugBank","Escherichia coli IAI1","fig|585034.5.peg.153","ECIAI1_0147","VBIEscCol26572_0153","P02919","Escherichia coli (strain K12)","mrcB","Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)","Cefmetazole;Ertapenem;Cefpiramide;Ceftazidime;Cefazolin;Cefonicid;Cefoperazone;Cefoxitin;Ceftizoxime;Cefacetrile;Ceftibuten;Imipenem;Latamoxef;Doripenem","Drug target",,100,100,99,"0.0"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.3827","ECIAI1_3916","VBIEscCol26572_3827","P0ABB4","Escherichia coli","atpD","ATP synthase beta chain (EC 3.6.3.14)","'the h(+)- or na(+)-translocating f-type, v-type and a-type atpase (f-atpase) superfamily.'","3.A.2.1.1","10336456;10570135;10580496;11320246;1385726;15919996;16079137;16738553;1682301;1829729;1832155;2137094;2138624;2162353;2536742;2861200;2868922;2874136;2874137;2889623;2903146;6193778;6266400;6272190;6272217;6272228;6277310;6277311;6278247;6285901;6301339;6309138;6318052;6325392;6395859;6446460;6458296;7508444;7583669;7686882;7849023;8706824;9164460;9237612;9278503;9298646;9331422;9632683;9636021;9756905;9868784",100,100,100,"1e-263"
"BLAT","Antibiotic Resistance","CARD","Escherichia coli IAI1","fig|585034.5.peg.1090","ECIAI1_1100","VBIEscCol26572_1090","AAC74149.2","Escherichia coli str. K-12 substr. MG1655","mdtH","Multidrug resistance protein MdtH",,"efflux pump conferring antibiotic resistance",,100,100,100,"1e-233"
"BLAT","Drug Target","DrugBank","Escherichia coli IAI1","fig|585034.5.peg.2893","ECIAI1_2948","VBIEscCol26572_2893","P00861","Escherichia coli (strain K12)","lysA","Diaminopimelate decarboxylase (EC 4.1.1.20)","D-Lysine;2-(N-Morpholino)-Ethanesulfonic Acid","Drug target",,100,100,100,"1e-247"
"BLAT","Drug Target","DrugBank","Escherichia coli IAI1","fig|585034.5.peg.796","ECIAI1_0813","VBIEscCol26572_0796","P13000","Escherichia coli (strain K12)","bioD","Dethiobiotin synthase BioD (EC 6.3.3.3)","'7,8-Diamino-Nonanoic Acid;Mixed Carbamic Phosphoric Acid Anhydride of 7,8-Diaminononanic Acid;3-(1-Aminoethyl)Nonanedioic Acid;7-(Carboxyamino)-8-Amino-Nonanoic Acid;D-Dethiobiotin'","Drug target",,100,100,98,"1e-126"
"BLAT","Virulence Factor","Victors","Escherichia coli IAI1","fig|585034.5.peg.4462","ECIAI1_4597","VBIEscCol26572_4462","190149299","Actinobacillus pleuropneumoniae serovar 7 str. AP76","prfC","Peptide chain release factor 3",,,"12819083",99,99,87,"1e-273"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.1876","ECIAI1_1905","VBIEscCol26572_1876","P76272","Escherichia coli (strain K12)","yebT","Uncharacterized protein YebT","the intermembrane phospholipid translocase (impl-t) family.","9.A.69.1.2",,100,100,99,"0.0"
"BLAT","Antibiotic Resistance","CARD","Escherichia coli IAI1","fig|585034.5.peg.2121","ECIAI1_2151","VBIEscCol26572_2121","AAC75136.1","Escherichia coli str. K-12 substr. MG1655","mdtB","Multidrug efflux system MdtABC-TolC, inner-membrane proton/drug antiporter MdtB (RND type)",,"efflux pump conferring antibiotic resistance",,100,100,99,"0.0"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.1769","ECIAI1_1796","VBIEscCol26572_1769","P69791","Escherichia coli","chbA","PTS system, N,N'-diacetylchitobiose-specific IIA component (EC 2.7.1.196)","'the pts lactose-n,n'-diacetylchitobiose-_-glucoside (lac) family.'","4.A.3.2.1","10913117;10913118;10913119;10913122;15919996;1630305;16738553;2092358;2179047;8003964;9032081;9041631;9097039;9278503;9405618",100,100,100,"2e-57"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.556","ECIAI1_0563","VBIEscCol26572_0556","K4WL31","Escherichia coli O111:H11 str. CVM9553","hokE","hypothetical protein","the toxic hok/gef protein (hok/gef) family.","1.E.53.1.9",,60,100,96,"2e-19"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.3660","ECIAI1_3745","VBIEscCol26572_3660","P37675","Escherichia coli","yiaN","2,3-diketo-L-gulonate TRAP transporter large permease protein yiaN","the tripartite atp-independent periplasmic transporter (trap-t) family.","2.A.56.1.2","14668138;15870475;15919996;16385129;16397293;16738553;8041620;9278503",100,100,100,"1e-241"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.428","ECIAI1_0434","VBIEscCol26572_0428","P0ABI8","Escherichia coli (strain K12)","cyoB","Cytochrome O ubiquinol oxidase subunit I (EC 1.10.3.-)","the proton-translocating cytochrome oxidase (cox) superfamily.","3.D.4.5.1","11017202;1322173;15919996;16079137;16738553;2162835;2162837;2165491;2168206;8231804;8618822;9278503;9378723",100,100,100,"0.0"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.4415","ECIAI1_4549","VBIEscCol26572_4415","D6IHN4","Escherichia coli B185","yjiJ","Uncharacterized integral membrane protein YjiJ","the major facilitator superfamily (mfs).","2.A.1.51.2",,98,98,90,"1e-200"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.2358","ECIAI1_2394","VBIEscCol26572_2358","P0ABP6","Escherichia coli (strain K12)","dedA","DedA protein","the deda or ydjx-z (deda) family.","9.B.27.2.3","15919996;16738553;3029016;3040734;7678242;9205837;9278503",100,100,94,"1e-117"
"BLAT","Drug Target","DrugBank","Escherichia coli IAI1","fig|585034.5.peg.694","ECIAI1_0698","VBIEscCol26572_0694","P07014","Escherichia coli (strain K12)","sdhB","Succinate dehydrogenase iron-sulfur protein (EC 1.3.5.1)","'Atpenin A5;2-[1-METHYLHEXYL]-4,6-DINITROPHENOL;UBIQUINONE-2'","Drug target",,100,100,99,"1e-141"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.2015","ECIAI1_2040","VBIEscCol26572_2015","p0aa70","Escherichia coli (strain K12)","yedA","Uncharacterized inner membrane transporter YedA","the drug/metabolite transporter (dmt) superfamily.","2.A.7.3.22",,100,100,99,"1e-169"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.2369","ECIAI1_2404","VBIEscCol26572_2369","P0AD30","Escherichia coli","yfcA","Transmembrane protein YfcA","the 4-toluene sulfonate uptake permease (tsup) family.","2.A.102.3.1","15919996;16738553;2187143;9205837;9278503",100,100,99,"1e-149"
"BLAT","Virulence Factor","VFDB","Escherichia coli IAI1","fig|585034.5.peg.4395","ECIAI1_4531","VBIEscCol26572_4395","VFG000874","Escherichia coli CFT073","fimI","Fimbrin-like protein FimI",,"Adherence;Invasion",,92,100,98,"2e-91"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.1191","ECIAI1_1202","VBIEscCol26572_1191","P0A6M2","Escherichia coli","dsbB","Periplasmic thiol:disulfide oxidoreductase DsbB, required for DsbA reoxidation","the disulfide bond oxidoreductase b (dsbb) family.","5.A.2.1.1","10064586;1317851;15919996;16738553;7688471;7957076;8430071;8905232;9278503",100,100,100,"1e-101"
"BLAT","Virulence Factor","PATRIC_VF","Escherichia coli IAI1","fig|585034.5.peg.3876","ECIAI1_3978","VBIEscCol26572_3876","c4711","Escherichia coli CFT073","rffA","dTDP-4-amino-4,6-dideoxygalactose transaminase (EC 2.6.1.59)",,"Virulence","12180926",100,100,99,"1e-219"
"BLAT","Virulence Factor","Victors","Escherichia coli IAI1","fig|585034.5.peg.507","ECIAI1_0511","VBIEscCol26572_0507","16763898","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","hyi","Hydroxypyruvate isomerase (EC 5.3.1.22)",,,"16518469",100,100,84,"1e-127"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.1659","ECIAI1_1682","VBIEscCol26572_1659","P76182","Escherichia coli (strain K12)","rnfD","Electron transport complex protein RnfD","the putative ion (h(+) or na(+))-translocating nadh:ferredoxin oxidoreductase (nfo or rnf) family.","3.D.6.1.4",,100,100,99,"1e-203"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.3816","ECIAI1_3905","VBIEscCol26572_3816","P0AAH0","Escherichia coli","pstB","Phosphate ABC transporter, ATP-binding protein PstB (TC 3.A.1.7.1)","the atp-binding cassette (abc) superfamily.","3.A.1.7.1","11867724;1447208;15919996;16738553;2215649;2993631;3881386;6321434;6365894;7686882;8682808;9228942;9278503;9298646;9671506",100,100,100,"1e-147"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.2499","ECIAI1_2533","VBIEscCol26572_2499","P23482","Escherichia coli (strain K12)","hyfB","Hydrogenase-4 component B","the h(+) or na(+)-translocating nadh dehydrogenase (ndh) family.","3.D.1.9.1",,100,100,99,"0.0"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.1506","ECIAI1_1527","VBIEscCol26572_1506","P0AFS1","Escherichia coli","lsrD","Autoinducer 2 (AI-2) ABC transporter, permease protein LsrD","the atp-binding cassette (abc) superfamily.","3.A.1.2.8","15601708;15743955;15919996;16738553;9097039;9278503",100,100,100,"1e-183"
"BLAT","Virulence Factor","PATRIC_VF","Escherichia coli IAI1","fig|585034.5.peg.2691",,"VBIEscCol26572_2691","Z3948","Escherichia coli O157:H7 str. EDL933",,"Uncharacterized outer membrane protein YpjA",,"Virulence","15528651",23,97,91,"1e-192"
"BLAT","Virulence Factor","PATRIC_VF","Escherichia coli IAI1","fig|585034.5.peg.4394","ECIAI1_4530","VBIEscCol26572_4394","Z5912","Escherichia coli O157:H7 str. EDL933","fimA","Type-1 fimbrial protein, A chain",,"Adhesion","8098039",100,100,91,"2e-86"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.3810","ECIAI1_3900","VBIEscCol26572_3810","P26218","Escherichia coli","bglH","Cryptic outer membrane porin BglH","the sugar porin (sp) family.","1.B.3.1.3","10027967;16738553;3034860;7686882;9278503;9426150",79,100,99,"1e-263"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.1434","ECIAI1_1450","VBIEscCol26572_1434","P77610","Escherichia coli (strain K12)","ansP","L-asparagine permease","the amino acid-polyamine-organocation (apc) family.","2.A.3.1.24",,100,100,99,"1e-291"
"BLAT","Virulence Factor","Victors","Escherichia coli IAI1","fig|585034.5.peg.1707","ECIAI1_1729","VBIEscCol26572_1707","323129647","Salmonella enterica subsp. enterica serovar Typhimurium str. 4/74","lpp","Major outer membrane lipoprotein Lpp",,,"17997275",96,96,98,"3e-33"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.1672","ECIAI1_1695","VBIEscCol26572_1672","G4PZW1","Escherichia coli O7:K1 str. CE10","ydhI","Tetrapartite efflux system component, FusD-like","the putative auxiliary aromatic acid exporter (aaex) family.","8.A.48.1.1",,100,100,98,"4e-40"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.3525","ECIAI1_3606","VBIEscCol26572_3525","P0AD96","Escherichia coli","livJ","Branched-chain amino acid ABC transporter, substrate-binding protein LivJ (TC 3.A.1.4.1)","the atp-binding cassette (abc) superfamily.","3.A.1.4.1","15919996;16738553;2195019;2649682;2649683;3009409;328304;3891753;4077929;6990419;8041620;9278503;9298646",100,100,100,"1e-212"
"BLAT","Virulence Factor","PATRIC_VF","Escherichia coli IAI1","fig|585034.5.peg.1016","ECIAI1_1027","VBIEscCol26572_1016","Z1403","Escherichia coli O157:H7 str. EDL933","ymcC","Uncharacterized lipoprotein YmcC precursor",,"Virulence","15528651",100,100,99,"1e-120"
"BLAT","Drug Target","DrugBank","Escherichia coli IAI1","fig|585034.5.peg.3384","ECIAI1_3462","VBIEscCol26572_3384","P0ADY7","Escherichia coli (strain K12)","rplP","LSU ribosomal protein L16p (L10e)","Chloramphenicol","Drug target",,100,100,100,"1e-72"
"BLAT","Antibiotic Resistance","CARD","Escherichia coli IAI1","fig|585034.5.peg.3344","ECIAI1_3408","VBIEscCol26572_3344","AAC76297.1","Escherichia coli str. K-12 substr. MG1655","acrE","Multidrug efflux system AcrEF-TolC, membrane fusion component AcrE",,"efflux pump conferring antibiotic resistance",,100,100,100,"1e-216"
"K-mer Search","Antibiotic Resistance","PATRIC","Escherichia coli IAI1","fig|585034.5.peg.461","ECIAI1_0467","VBIEscCol26572_0461",,,"acrR","Transcriptional regulator of acrAB operon, AcrR",,"regulator modulating expression of antibiotic resistance genes",,,,,
"BLAT","Virulence Factor","Victors","Escherichia coli IAI1","fig|585034.5.peg.3929","ECIAI1_4035","VBIEscCol26572_3929","157157494","Escherichia coli E24377A","rfaH","Transcriptional activator RfaH",,,"12117951",100,100,100,"1e-89"
"BLAT","Drug Target","DrugBank","Escherichia coli IAI1","fig|585034.5.peg.2046","ECIAI1_2074","VBIEscCol26572_2046","Q05599","Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)","cobU","Adenosylcobinamide kinase (EC 2.7.1.156) / Adenosylcobinamide-phosphate guanylyltransferase (EC 2.7.7.62)","Guanosine-5'-Monophosphate","Drug target",,100,100,83,"4e-84"
"BLAT","Drug Target","DrugBank","Escherichia coli IAI1","fig|585034.5.peg.3103","ECIAI1_3168","VBIEscCol26572_3103","P0AFI2","Escherichia coli (strain K12)","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)","Rosoxacin","Drug target",,100,100,100,"0.0"
"K-mer Search","Antibiotic Resistance","PATRIC","Escherichia coli IAI1","fig|585034.5.peg.3583","ECIAI1_3663","VBIEscCol26572_3583",,,"mdtF","Multidrug efflux system MdtEF-TolC, inner-membrane proton/drug antiporter MdtF (RND type)",,"efflux pump conferring antibiotic resistance","11914367",,,,
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.4262","ECIAI1_4393","VBIEscCol26572_4262","P39282","Escherichia coli (strain K12)","yjeM","Inner membrane transporter YjeM","the amino acid-polyamine-organocation (apc) family.","2.A.3.7.5","15919996;16738553;7610040;9278503",95,98,99,"1e-278"
"BLAT","Virulence Factor","PATRIC_VF","Escherichia coli IAI1","fig|585034.5.peg.3866","ECIAI1_3967","VBIEscCol26572_3866","SL1344_3875","Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344","trxA","Thioredoxin",,"Modulate host immune response","19884329",100,100,100,"8e-58"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.2193","ECIAI1_2227","VBIEscCol26572_2193","P0AEE5","Escherichia coli","mglB","Galactose/methyl galactoside ABC transporter, substrate-binding protein MglB (EC 3.6.3.17)","the atp-binding cassette (abc) superfamily.","3.A.1.2.3","15919996;16738553;1719366;3057628;3302609;3600760;4910389;6294056;6340108;6807987;6885805;7012152;9278503;9298646",100,100,100,"1e-189"
"K-mer Search","Antibiotic Resistance","PATRIC","Escherichia coli IAI1","fig|585034.5.peg.1244","ECIAI1_1257","VBIEscCol26572_1244",,,"hns","DNA-binding protein H-NS",,"regulator modulating expression of antibiotic resistance genes","14973023",,,,
"BLAT","Virulence Factor","PATRIC_VF","Escherichia coli IAI1","fig|585034.5.peg.1244","ECIAI1_1257","VBIEscCol26572_1244","SL1344_1682","Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344","hns","DNA-binding protein H-NS",,"Regulation of gene expression","18160484",99,99,95,"2e-67"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.565","ECIAI1_0572","VBIEscCol26572_0565","P23878","Escherichia coli","fepC","Ferric enterobactin transport ATP-binding protein FepC (TC 3.A.1.14.2)","the atp-binding cassette (abc) superfamily.","3.A.1.14.2","15919996;16738553;1787794;1838574;19815525;9278503",100,100,100,"1e-154"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.3545","ECIAI1_3627","VBIEscCol26572_3545","P33594","Escherichia coli","nikE","Nickel ABC transporter, ATP-binding protein NikE (TC 3.A.1.5.3)","the atp-binding cassette (abc) superfamily.","3.A.1.5.3","12960164;15919996;16738553;7934931;8041620;9278503",100,100,98,"1e-146"
"BLAT","Virulence Factor","Victors","Escherichia coli IAI1","fig|585034.5.peg.2791","ECIAI1_2844","VBIEscCol26572_2791","108808777","Yersinia pestis Antiqua ","pcm","Protein-L-isoaspartate O-methyltransferase (EC 2.1.1.77)",,,"14742535",100,100,80,"1e-91"
"BLAT","Virulence Factor","PATRIC_VF","Escherichia coli IAI1","fig|585034.5.peg.3703","ECIAI1_3788","VBIEscCol26572_3703","Z5042","Escherichia coli O157:H7 str. EDL933","yibD","UDP-glucuronate:LPS(HepIII) glycosyltransferase WaaH",,"Virulence","15528651",97,95,99,"1e-194"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.2434","ECIAI1_2471","VBIEscCol26572_2434","P0A6J3","Escherichia coli","cysZ","Sulfate transporter, CysZ-type","the sulfate transporter (cysz) family.","2.A.121.1.1","15919996;16738553;3062311;3290198;9008158;9205837;9278503",100,100,99,"1e-150"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.3834","ECIAI1_3923","VBIEscCol26572_3834","S0WRQ6","Escherichia coli KTE31","atpI","ATP synthase protein I","the mg(2+)/ca(2+) uniporter (mcu) family.","1.A.77.3.11",,57,100,100,"2e-33"
"BLAT","Virulence Factor","PATRIC_VF","Escherichia coli IAI1","fig|585034.5.peg.3464","ECIAI1_3547","VBIEscCol26572_3464","VBIShiFle211407_3690","Shigella flexneri 5a str. M90T","envZ","Osmolarity sensory histidine kinase EnvZ",,"Intracellular survival and replication;Two-component system","2121709",100,100,99,"1e-260"
"BLAT","Drug Target","DrugBank","Escherichia coli IAI1","fig|585034.5.peg.3458","ECIAI1_3540","VBIEscCol26572_3458","P0A6Y5","Escherichia coli (strain K12)","hslO","33 kDa chaperonin HslO","2-(N-Morpholino)-Ethanesulfonic Acid","Drug target",,100,99,100,"1e-170"
"K-mer Search","Antibiotic Resistance","PATRIC","Escherichia coli IAI1","fig|585034.5.peg.4256","ECIAI1_4387","VBIEscCol26572_4256",,,"ampC","Class C beta-lactamase (EC 3.5.2.6) => BlaEC family",,"antibiotic inactivation enzyme",,,,,
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.637","ECIAI1_0642","VBIEscCol26572_0637","P0A2L3","Salmonella typhimurium","ybeX","Magnesium and cobalt efflux protein CorC","the hlyc/corc (hcc) family.","9.A.40.1.2","11677609;1779764",100,100,97,"1e-162"
"BLAT","Virulence Factor","Victors","Escherichia coli IAI1","fig|585034.5.peg.1289","ECIAI1_1305","VBIEscCol26572_1289","16765050","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 ","yciH","Translation initiation factor SUI1-related protein",,,"16518469",100,99,89,"1e-51"
"BLAT","Virulence Factor","PATRIC_VF","Escherichia coli IAI1","fig|585034.5.peg.2874","ECIAI1_2927","VBIEscCol26572_2874","Z4136","Escherichia coli O157:H7 str. EDL933","recD","Exodeoxyribonuclease V alpha chain (EC 3.1.11.5)",,"Virulence","15731074",100,100,99,"0.0"
"BLAT","Drug Target","DrugBank","Escherichia coli IAI1","fig|585034.5.peg.2404","ECIAI1_2439","VBIEscCol26572_2404","P69903","Shigella flexneri","frc","Formyl-coenzyme A transferase (EC 2.8.3.16)","Coenzyme A","Drug target",,94,100,100,"1e-235"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.1817","ECIAI1_1846","VBIEscCol26572_1817","P0A908","Escherichia coli (strain K12)","mipA","MltA-interacting protein MipA","the mipa-interacting protein (mipa) family.","9.B.99.1.2",,100,100,100,"1e-149"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.3796","ECIAI1_3885","VBIEscCol26572_3796","P25714","Escherichia coli","yidC","Inner membrane protein translocase and chaperone YidC, long form","the membrane protein insertase (yidc/alb3/oxa1) family.","2.A.9.3.1","10675323;10949305;11821429;12068816;12724529;12950181;14506280;16079137;16738553;2415431;7686882;9278503;9804807",96,100,99,"0.0"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.3826","ECIAI1_3915","VBIEscCol26572_3826","P0A6E6","Escherichia coli","atpC","ATP synthase epsilon chain (EC 3.6.3.14)","'the h(+)- or na(+)-translocating f-type, v-type and a-type atpase (f-atpase) superfamily.'","3.A.2.1.1","10336456;10570135;10580496;11320246;1385726;15919996;16079137;16738553;1682301;1829729;1832155;2137094;2138624;2162353;2536742;2861200;2868922;2874136;2874137;2889623;2903146;6193778;6266400;6272190;6272217;6272228;6277310;6277311;6278247;6285901;6301339;6309138;6318052;6325392;6395859;6446460;6458296;7508444;7583669;7686882;7849023;8706824;9164460;9237612;9278503;9298646;9331422;9632683;9636021;9756905;9868784",98,100,100,"2e-71"
"BLAT","Drug Target","DrugBank","Escherichia coli IAI1","fig|585034.5.peg.1457","ECIAI1_1477","VBIEscCol26572_1457","P24183","Escherichia coli (strain K12)","fdnG","Formate dehydrogenase N alpha subunit (EC 1.2.1.2) @ selenocysteine-containing","2-HEPTYL-4-HYDROXY QUINOLINE N-OXIDE","Drug target",,100,100,99,"0.0"
"BLAT","Drug Target","DrugBank","Escherichia coli IAI1","fig|585034.5.peg.1814","ECIAI1_1843","VBIEscCol26572_1814","P0A9B2","Escherichia coli (strain K12)","gapA","NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)","Glyceraldehyde-3-Phosphate;2-(N-Morpholino)-Ethanesulfonic Acid","Drug target",,100,100,100,"1e-190"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.3912","ECIAI1_4018","VBIEscCol26572_3912","P0AG34","Escherichia coli","rhtB","Homoserine/homoserine lactone efflux protein","the resistance to homoserine/threonine (rhtb) family.","2.A.76.1.1","10386596;1379743;16397293;16738553;9278503",100,100,100,"1e-112"
"BLAT","Drug Target","DrugBank","Escherichia coli IAI1","fig|585034.5.peg.2535","ECIAI1_2566","VBIEscCol26572_2535","P60906","Escherichia coli (strain K12)","hisS","Histidyl-tRNA synthetase (EC 6.1.1.21)","Histidinol;Histidyl-Adenosine Monophosphate","Drug target",,100,100,100,"1e-249"
"BLAT","Antibiotic Resistance","CARD","Escherichia coli IAI1","fig|585034.5.peg.78","ECIAI1_0076","VBIEscCol26572_0078","NP_414618.4","Escherichia coli str. K-12 substr. MG1655","leuO","LysR family transcriptional activator LeuO",,"gene modulating antibiotic efflux;sulfonamide resistance gene",,100,98,99,"1e-181"
"BLAT","Drug Target","DrugBank","Escherichia coli IAI1","fig|585034.5.peg.2232","ECIAI1_2265","VBIEscCol26572_2232","P0AA43","Escherichia coli (strain K12)","rsuA","SSU rRNA pseudouridine(516) synthase (EC 5.4.99.19)","Uracil;Uridine-5'-Monophosphate","Drug target",,100,100,99,"1e-133"
"BLASTP","Human Homolog","Human","Escherichia coli IAI1","fig|585034.5.peg.2551","ECIAI1_2581","VBIEscCol26572_2551","NP_998760.1","Homo sapiens","iscU","Iron-sulfur cluster assembly scaffold protein IscU",,,,75,98,75,"5e-68"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.2503","ECIAI1_2536","VBIEscCol26572_2503","P0AEW1","Escherichia coli (strain K12)","hyfE","Hydrogenase-4 component E","the h(+) or na(+)-translocating nadh dehydrogenase (ndh) family.","3.D.1.9.1",,100,100,100,"1e-117"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.4115","ECIAI1_4242","VBIEscCol26572_4115","P0AF43","Escherichia coli","yjbB","Sodium-dependent phosphate transporter","the phosphate:na(+) symporter (pnas) family.","2.A.58.2.1","16738553;8265357;9278503",100,100,100,"1e-303"
