Evidence,Property,Source,Genome Name,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Source ID,Source Organism,Gene,Product,Function,Classification,PubMed,Subject Coverage,Query Coverage,Identity,E-value
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.2427",,,"V2MUF2","Salmonella enterica subsp. enterica serovar Litchfield str. CFSAN001076",,"Inner membrane protein YejM, alkaline phosphatase superfamily","the enterobacterial cardiolipin transporter (clt) family.","2.A.127.1.1",,100,100,100,"0.0"
"BLAT","Virulence Factor","VFDB","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.3070",,,"VFG000540","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","sptP","Type III secretion injected virulence protein (YopH,tyrosine phosphatase of FAK and p130cas, prevents phagocytosis)",,"Secretion system,Type III secretion system,Invasion",,98,99,100,"1e-312"
"BLAT","Antibiotic Resistance","CARD","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.611",,,"AFK13828.1","Enterobacter cloacae","ramA","Transcriptional activator RamA",,"efflux pump conferring antibiotic resistance,gene modulating antibiotic efflux,gene modulating permeability to antibiotic",,91,100,85,"1e-53"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.4063",,,"c4606","Escherichia coli CFT073","ibpB","16 kDa heat shock protein B",,"Virulence","17074858",100,100,88,"2e-68"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.2309",,,"L5DDD7","Escherichia coli KTE166",,"Putative capsular polysaccharide transport protein YegH","the tellurium ion resistance (terc) family.","2.A.109.2.3",,57,98,91,"1e-270"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.182",,,"P0A9M2","Escherichia coli (strain K12)","hpt","Hypoxanthine-guanine phosphoribosyltransferase (EC 2.4.2.8)","Inosinic Acid","Drug target",,100,100,96,"1e-93"
"BLAT","Virulence Factor","Victors","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.4111",,,"161486057","Escherichia coli CFT073","phoU","Phosphate transport system regulatory protein PhoU",,"","12180926",98,98,95,"1e-127"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.4314",,,"P0AG78","Escherichia coli",,"Sulfate-binding protein Sbp","the atp-binding cassette (abc) superfamily.","3.A.1.6.1","15919996;16738553;2002055;2188958;2188959;3158524;7665461;8346018;8774726;9205837;9278503;9298646",100,100,93,"1e-182"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.3252",,,"P0AEG6","Escherichia coli (strain K12)","dsbC","Thiol:disulfide interchange protein DsbC","2-(N-Morpholino)-Ethanesulfonic Acid","Drug target",,96,95,83,"1e-110"
"BLAT","Drug Target","TTD","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.673",,,"TTDS00211",,,"Peptidoglycan D,D-transpeptidase MrdA (EC 3.4.16.4)",,"",,99,99,96,"0.0"
"BLAT","Drug Target","TTD","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.3423",,,"TTDR00785",,,"3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12)",,"",,100,100,96,"1e-116"
"BLAT","Virulence Factor","Victors","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.2327",,,"16765465","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","yegQ","Uncharacterized protease YegQ",,"","16518469",100,100,100,"1e-272"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.1833",,,"P00909","Escherichia coli (strain K12)","trpC","Indole-3-glycerol phosphate synthase (EC 4.1.1.48) / Phosphoribosylanthranilate isomerase (EC 5.3.1.24)","1-(O-Carboxy-Phenylamino)-1-Deoxy-D-Ribulose-5-Phosphate","Drug target",,99,100,87,"1e-231"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.4419",,,"STM14_5016","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","purD","Phosphoribosylamine--glycine ligase (EC 6.3.4.13)",,"Virulence","7618105;8168923",100,100,100,"1e-251"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.2014",,,"STM14_2300","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","znuA","Zinc ABC transporter, substrate-binding protein ZnuA",,"Virulence,Zinc uptake","17923515;20959928;21219981",100,94,100,"1e-181"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.3946",,,"Q0WKM4","Yersinia pestis","cysE","Serine acetyltransferase (EC 2.3.1.30)","1-Methoxy-2-[2-(2-Methoxy-Ethoxy]-Ethane","Drug target",,98,98,87,"1e-131"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.2629",,,"P45564","Escherichia coli (strain K12)",,"Uncharacterized outer membrane protein YfeN","the nucleoside-specific channel-forming outer membrane porin (tsx) family.","1.B.10.3.1",,96,97,86,"1e-134"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.3053",,,"Q9XCS2","Salmonella typhimurium, and Salmonella typhi",,"Manganese ABC transporter, periplasmic-binding protein SitA","the atp-binding cassette (abc) superfamily.","3.A.1.15.7","10085045;11677608;11677609;12644504",100,100,100,"1e-175"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.469",,,"P0ABJ3","Escherichia coli (strain K12)",,"Cytochrome O ubiquinol oxidase subunit III (EC 1.10.3.-)","the proton-translocating cytochrome oxidase (cox) superfamily.","3.D.4.5.1","11017202;1322173;15919996;16079137;16738553;2162835;2162837;2165491;2168206;8231804;8618822;9278503;9378723",100,100,96,"1e-114"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.89",,,"P0A754","Escherichia coli",,"Glutathione-regulated potassium-efflux system ancillary protein KefF","the monovalent cation:proton antiporter-2 (cpa2) family.","2.A.37.1.1","11053405;1325937;15919996;1630901;16738553;2046548;6159575;9278503",100,100,87,"1e-94"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.1675",,,"P37758","Escherichia coli",,"Nitrate/nitrite transporter NarU","the major facilitator superfamily (mfs).","2.A.1.8.10","15919996;16738553;2233673;7747940;9097039;9278503",98,98,85,"1e-236"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.4664",,,"P39321","Escherichia coli (strain K12)",,"Inner membrane component of TAM transport system","the leukotoxin secretion morphogenesis protein c (morc) family.","9.B.22.1.2",,100,100,86,"0.0"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.2203",,,"Q05603","Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)","cobT","Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase (EC 2.4.2.21)","Adenine;P-Cresol;2-Aminophenol;Alpha-Ribazole-5'-Phosphate;2,5-Xylidine;Namn;5,6-Dimethylbenzimidazole;7-Alpha-D-Ribofuranosyl-2-Aminopurine-5'-Phosphate;Mono-[3,4-Dihydroxy-5-(5-Methyl-Benzoimidazol-1-Yl)-Tetrahydor-Furan-2-Ylmethyl] Ester;Phosphoric Acid Mono-[3,4-Dihydroxy-5-(5-Hydroxy-Benzoimidazol-1-Yl)Tetrahydro-Furan-2-Ylmethyl] Ester;Benzimidazole;3,4-Dimethylaniline;Alpha-Ribazole-5'-Phosphate Derivative;5-methylbenzimidazole;4,5-Dimethyl-1,2-Phenylenediamine;7-Alpha-D-Ribofuranosyl-Purine-5'-Phosphate;Phenol;Alpha-Adenosine Monophosphate;3,4-Dimethylphenol;4-Methyl-1,2-Benzenediol;5-Methoxybenzimidazole;Phosporic Acid Mono-[3,4-Dihydroxy-5-(5-Methoxy-Benzoimidazol-1-Yl)-Tetrahydro-Furan-2-Ylmethyl] Ester;Indole;2-Amino-P-Cresol","Drug target",,100,100,100,"1e-202"
"BLAT","Virulence Factor","VFDB","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.3084",,,"VFG000553","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","invJ","Type III secretion host injection and negative regulator protein (YopD); Surface presentation of antigens protein SpaN (Invasion protein InvJ)",,"Secretion system,Type III secretion system,Invasion",,100,100,100,"1e-194"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.4369",,,"P32676","Escherichia coli (strain K12)",,"PTS system, fructose-like IIB component FrwD","the pts fructose-mannitol (fru) family.","4.A.2.1.10","15919996;16397293;16738553;7773398;8265357;9278503",97,94,84,"3e-45"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.4510",,,"E1WEU9","Salmonella typhimurium (strain SL1344)",,"Agglutination protein","the atp-binding cassette (abc) superfamily.","3.A.1.109.5",,69,99,100,"1e-171"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.371",,,"Q8ZRG8","Salmonella typhimurium",,"Multidrug efflux system, membrane fusion component => MexP of MexPQ-OpmE system","the resistance-nodulation-cell division (rnd) superfamily.","2.A.6.2.25","11677609",100,100,100,"1e-231"
"BLAT","Drug Target","TTD","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.4242",,,"TTDR00932",,,"GTP-binding protein EngB",,"",,50,100,95,"1e-110"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.153",,,"Z0118","Escherichia coli O157:H7 str. EDL933","ppdD","Type IV pilin PilA",,"Invasion,Adhesion,Biofilm,Cell motility","18952791",97,98,88,"5e-70"
"BLAT","Virulence Factor","Victors","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.2328",,,"16765466","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 ","STM2137","Uncharacterized protein STM2137",,"","16518469",96,100,100,"1e-200"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.3625",,,"P24181","Escherichia coli",,"Multidrug efflux system AcrEF-TolC, inner-membrane proton/drug antiporter AcrF (RND type)","the resistance-nodulation-cell division (rnd) superfamily.","2.A.6.2.1","15919996;16738553;1720861;8407802;9278503",99,99,88,"0.0"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.1679",,,"P0AF32","Escherichia coli",,"Respiratory nitrate reductase gamma chain (EC 1.7.99.4)","the prokaryotic molybdopterin-containing oxidoreductase (pmo) family.","5.A.3.1.2","15919996;16738553;2233673;9097039;9278503",100,100,96,"1e-129"
"BLAT","Virulence Factor","Victors","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.1093",,,"16764445","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","pipA","hypothetical protein",,"","15182677",100,100,100,"1e-132"
"BLAT","Virulence Factor","Victors","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.396",,,"16763753","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 ","yaiU","Uncharacterized protein YaiT",,"","17526851",100,100,100,"0.0"
"BLAT","Antibiotic Resistance","CARD","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.3624",,,"AAC76297.1","Escherichia coli str. K-12 substr. MG1655","acrE","Multidrug efflux system AcrEF-TolC, membrane fusion component AcrE",,"efflux pump conferring antibiotic resistance",,98,98,88,"1e-193"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.2530",,,"P0AFC7","Escherichia coli",,"NADH-ubiquinone oxidoreductase chain B (EC 1.6.5.3)","the h(+) or na(+)-translocating nadh dehydrogenase (ndh) family.","3.D.1.1.1","11997136;12718520;15919996;15996109;16079137;16738553;7607227;7690854;8157582;8366049;9205837;9278503;9298646",100,100,99,"1e-127"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.1490",,,"STM14_1693","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S",,"Secretion system effector SseA",,"Intracellular survival and replication,Type III secretion,Intracellular survival and replication","9786193;12724372",99,100,100,"6e-54"
"BLAT","Virulence Factor","VFDB","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.587",,,"VFG000670","Shigella flexneri 2a str. 301","gtrB","Bactoprenol glucosyl transferase",,"Endotoxin",,97,98,90,"1e-161"
"BLAT","Virulence Factor","Victors","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.1076",,,"218553544","Escherichia coli IAI1","ompA","Outer membrane protein A precursor",,"","10531228",98,99,95,"1e-211"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.1075",,,"SL1344_1009","Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344",,"Putative dehydrogenase",,"Virulence","16518469",100,100,100,"9e-82"
"BLAT","Drug Target","TTD","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.3385",,,"TTDR00104",,,"Cystathionine beta-lyase (EC 4.4.1.8)",,"",,100,100,86,"1e-205"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.372",,,"Q8ZRG7","Salmonella typhimurium",,"Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)","the p-type atpase (p-atpase) superfamily.","3.A.3.5.20","11677609",100,100,100,"0.0"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.4601",,,"P39282","Escherichia coli (strain K12)",,"Inner membrane transporter YjeM","the amino acid-polyamine-organocation (apc) family.","2.A.3.7.5","15919996;16738553;7610040;9278503",100,100,87,"1e-262"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.2558",,,"P0A2I9","Salmonella typhimurium",,"Histidine ABC transporter, permease protein HisQ (TC 3.A.1.3.1)","the atp-binding cassette (abc) superfamily.","3.A.1.3.1","11677609;16738553;1733937;3040734;7050725;9205837;9278503;9298646;9872322",100,100,100,"1e-124"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.924",,,"P0AE34","Escherichia coli",,"Arginine ABC transporter, permease protein ArtQ","the atp-binding cassette (abc) superfamily.","3.A.1.3.3","15919996;16738553;8501075;8801422;8905232;9278503;9298646;9600841",99,99,94,"1e-126"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.4022",,,"D0ZLR5","Salmonella typhimurium (strain 14028s / SGSC 2262)",,"PTS system, D-glucosaminate-specific IIC component","the pts mannose-fructose-sorbose (man) family.","4.A.6.1.17",,100,100,100,"1e-140"
"BLAT","Drug Target","TTD","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.217",,,"TTDR00166",,,"Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)",,"",,100,100,97,"1e-246"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.2522",,,"P0AFE4","Escherichia coli",,"NADH-ubiquinone oxidoreductase chain K (EC 1.6.5.3)","the h(+) or na(+)-translocating nadh dehydrogenase (ndh) family.","3.D.1.1.1","11997136;12718520;15919996;15996109;16079137;16738553;7607227;7690854;8157582;8366049;9205837;9278503;9298646",100,100,99,"6e-47"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.3883",,,"STM14_4387","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","lpfA","Long polar fimbria protein A",,"Virulence","9701823",97,100,100,"3e-93"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.3647",,,"P0A7S9","Escherichia coli (strain K12)","rpsM","SSU ribosomal protein S13p (S18e)","Tigecycline","Drug target",,100,100,97,"6e-58"
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.1718",,,,,"AAC(6')-Ic,f,g,h,j,k,l,r-z","Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ic,f,g,h,j,k,l,r-z","Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ic,f,g,h,j,k,l,r-z","antibiotic inactivation enzyme","11158753;15155202;1354954;2069376;8257129;7810994;8001769;7793874;10188279;10542165;10508008",,,,
"BLAT","Antibiotic Resistance","CARD","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.1821",,,"NP_415791.1","Escherichia coli str. K-12 substr. MG1655","cysB","Cys regulon transcriptional activator CysB",,"aminocoumarin resistance gene",,100,100,95,"1e-178"
"BLAT","Virulence Factor","Victors","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.836",,,"16764171","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","ybhM","Integral membrane protein",,"","17526851",73,99,100,"7e-90"
"BLAT","Virulence Factor","Victors","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.4613",,,"74314656","Shigella sonnei Ss046","miaA","tRNA dimethylallyltransferase (EC 2.5.1.75)",,"","9294434",99,99,93,"1e-169"
"BLAT","Virulence Factor","Victors","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.331",,,"16763696","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","dinP","DNA polymerase IV (EC 2.7.7.7)",,"","16518469",100,100,100,"1e-204"
"BLAT","Antibiotic Resistance","CARD","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.3005",,,"NP_417169.1","Escherichia coli str. K-12 substr. MG1655","emrR","Multidrug resistance regulator EmrR (MprA)",,"efflux pump conferring antibiotic resistance,gene modulating antibiotic efflux",,98,98,93,"2e-90"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.1367",,,"P76242","Escherichia coli (strain K12)",,"2-nitroimidazole transporter NimT","the major facilitator superfamily (mfs).","2.A.1.17.3","15919996;16738553;9097040;9278503",96,95,83,"1e-181"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.772",,,"P0ABJ9","Escherichia coli (strain K12)",,"Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-)","the proton-translocating cytochrome oxidase (cox) superfamily.","3.D.4.3.2","15919996;16079137;16738553;1689724;1724280;2843510;3138232;8905232;9278503",100,100,96,"1e-296"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.2651",,,"P16700","Escherichia coli",,"Sulfate and thiosulfate binding protein CysP","the atp-binding cassette (abc) superfamily.","3.A.1.6.1","15919996;16738553;2002055;2188958;2188959;3158524;7665461;8346018;8774726;9205837;9278503;9298646",99,99,94,"1e-187"
"BLAT","Virulence Factor","Victors","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.1456",,,"16764714","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","ydiK","UPF0118 inner membrane protein YdiK",,"","16518469",100,100,100,"1e-213"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.1540",,,"P0AFI7","Escherichia coli (strain K12)","pdxH","Pyridoxamine 5'-phosphate oxidase (EC 1.4.3.5)","Riboflavin Monophosphate;Beta-Mercaptoethanol","Drug target",,100,100,91,"1e-117"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.670",,,"P0AEB2","Escherichia coli (strain K12)","dacA","D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)","Cefmetazole;Cefoperazone;Cefoxitin;BOC-GAMMA-D-GLU-L-LYS(CBZ)-D-BOROALA","Drug target",,100,100,95,"1e-226"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.1784",,,"P77348","Escherichia coli",,"Murein peptide ABC transporter, substrate-binding protein (requires DppBCDF)","the atp-binding cassette (abc) superfamily.","3.A.1.5.41","16738553;9097039;9278503;9495761",100,100,92,"1e-303"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.1773",,,"Q8ZP79","Salmonella typhimurium",,"Exported protein STM1668","the intimin/invasin (int/inv) or autotransporter-3 (at-3) family.","1.B.54.1.8","11677609",99,100,100,"1e-158"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.1813",,,"P08244","Escherichia coli (strain K12)","pyrF","Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23)","6-Hydroxyuridine-5'-Phosphate;1-(5'-Phospho-Beta-D-Ribofuranosyl)Barbituric Acid","Drug target",,100,92,88,"1e-119"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.3655",,,"P0A7W7","Escherichia coli (strain K12)","rpsH","SSU ribosomal protein S8p (S15Ae)","Tetracycline","Drug target",,100,100,100,"2e-66"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.2320",,,"P76399","Escherichia coli",,"Multidrug efflux system MdtABC-TolC, inner-membrane proton/drug antiporter MdtC (RND type)","the resistance-nodulation-cell division (rnd) superfamily.","2.A.6.2.12","12107133;12107134;15919996;16738553;9097040;9278503",99,99,92,"0.0"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.2619",,,"P0A769","Escherichia coli",,"Manganese transport protein MntH","the metal ion (mn(2+)-iron) transporter (nramp) family.","2.A.55.3.1","10712688;10844693;14607838;15630547;15919996;16738553;9205837;9278503",100,99,93,"1e-220"
"BLAT","Drug Target","TTD","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.4386",,,"TTDR00354",,,"Pantothenate kinase (EC 2.7.1.33)",,"",,33,100,95,"1e-176"
"BLAT","Virulence Factor","Victors","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.4162",,,"16767186","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 ","ppiC","Peptidyl-prolyl cis-trans isomerase PpiC (EC 5.2.1.8)",,"","16518469",100,100,100,"2e-48"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.4202",,,"P27844","Escherichia coli (strain K12)",,"Uncharacterized inner membrane protein RarD","the drug/metabolite transporter (dmt) superfamily.","2.A.7.7.2","1379743;15919996;16397293;16738553;9278503",98,99,90,"1e-155"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.4676",,,"E1WAV4","Salmonella typhimurium (strain SL1344)",,"Major myo-inositol transporter IolT","the major facilitator superfamily (mfs).","2.A.1.1.121",,100,100,100,"1e-274"
"BLAT","Virulence Factor","Victors","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.4708",,,"15804828","Escherichia coli O157:H7 str. EDL933","nrdD","Ribonucleotide reductase of class III (anaerobic), large subunit (EC 1.17.4.2)",,"","15731074",100,100,96,"0.0"
"BLAT","Drug Target","TTD","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.678",,,"TTDR00348",,,"Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18)",,"",,50,98,85,"1e-108"
"BLAT","Drug Target","TTD","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.2584",,,"TTDR00291",,,"3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)",,"",,49,100,96,"1e-226"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.3289",,,"c3520","Escherichia coli CFT073","tktA","Transketolase (EC 2.2.1.1)",,"Virulence","15845486",100,100,95,"0.0"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.3221",,,"P0AE24","Escherichia coli",,"low-affinity L-arabinose transport system proton symport protein","the major facilitator superfamily (mfs).","2.A.1.1.2","15919996;16738553;2836407;3543693;6319708;9278503",100,100,97,"1e-264"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.3746",,,"P39835","Escherichia coli",,"High-affinity gluconate transporter GntT","the gluconate:h(+) symporter (gntp) family.","2.A.8.1.4","15919996;16397293;16738553;2845225;3040894;7984428;8987614;9045817;9278503",99,99,97,"1e-242"
"BLAT","Virulence Factor","VFDB","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.3075",,,"VFG000544","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","sipD","Type III secretion host injection protein (YopB); Cell invasion protein SipD (Salmonella invasion protein D)",,"Secretion system,Type III secretion system,Invasion",,100,100,100,"1e-194"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.4180",,,"P27837","Escherichia coli (strain K12)",,"Probable transport protein YifK","the amino acid-polyamine-organocation (apc) family.","2.A.3.1.15","1379743;15919996;16397293;16738553;9278503",99,99,95,"1e-260"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.76.peg.2280",,,"P26397","Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)","rfbG","CDP-glucose 4,6-dehydratase (EC 4.2.1.45)","Adenosine-5-Diphosphoribose;Cytidine-5'-Diphospho-Beta-D-Xylose","Drug target",,100,100,100,"1e-219"
